,Customer.Lifetime.Value,Coverage,Education,EmploymentStatus,Gender,Income,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size
244,8558.927723,Premium,College,Employed,M,21733,Suburban,Married,112,7,9,0,3,Personal Auto,Personal L1,Offer3,Agent,682.422936,Four-Door Car,1
245,12622.83268,Basic,Bachelor,Employed,M,61844,Suburban,Divorced,106,19,74,0,2,Personal Auto,Personal L2,Offer1,Call Center,508.8,Sports Car,3
246,4803.24007,Basic,College,Employed,F,37313,Urban,Single,62,34,39,0,6,Personal Auto,Personal L2,Offer3,Branch,246.57631,Four-Door Car,2
247,8291.659086,Basic,High School or Below,Employed,F,85132,Urban,Married,106,0,60,5,3,Personal Auto,Personal L2,Offer1,Web,501.134524,SUV,2
248,12383.5306,Basic,High School or Below,Employed,F,40602,Urban,Single,105,14,84,0,2,Personal Auto,Personal L3,Offer2,Branch,459.895876,Sports Car,2
249,10827.87278,Extended,High School or Below,Employed,F,62053,Urban,Married,134,3,89,0,5,Personal Auto,Personal L3,Offer1,Web,614.03209,SUV,2
250,6715.294284,Extended,College,Unemployed,F,0,Suburban,Married,96,19,55,0,7,Corporate Auto,Corporate L1,Offer1,Agent,470.4,Four-Door Car,2
254,15470.59658,Basic,College,Employed,M,51675,Suburban,Married,197,15,92,0,9,Corporate Auto,Corporate L2,Offer1,Agent,1367.199081,Luxury Car,3
255,3491.26162,Extended,Master,Employed,F,29673,Urban,Single,92,21,49,2,1,Corporate Auto,Corporate L3,Offer2,Branch,328.348506,Two-Door Car,2
257,4069.776372,Premium,College,Unemployed,F,0,Suburban,Single,0,0,42,0,1,Corporate Auto,Corporate L3,Offer2,Branch,609.801279,Four-Door Car,2
258,2566.782278,Basic,High School or Below,Employed,F,21375,Suburban,Married,65,14,66,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,312,Four-Door Car,1
260,2771.045031,Basic,College,Employed,F,50071,Rural,Single,0,3,32,0,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,2
263,5021.150845,Basic,College,Employed,F,61987,Suburban,Married,125,24,4,0,1,Personal Auto,Personal L3,Offer2,Branch,723.301363,SUV,2
264,3837.615029,Basic,Bachelor,Unemployed,F,0,Rural,Married,106,15,30,0,1,Personal Auto,Personal L3,Offer3,Agent,117.229971,SUV,2
265,4743.615503,Basic,College,Employed,M,70082,Suburban,Married,119,17,23,0,1,Personal Auto,Personal L2,Offer1,Web,571.2,SUV,3
266,7255.577594,Extended,Doctor,Employed,F,39786,Urban,Married,91,2,91,1,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,2
269,4389.945709,Basic,College,Retired,M,10621,Suburban,Married,118,0,92,0,1,Personal Auto,Personal L3,Offer2,Agent,561.6,SUV,2
270,27934.62373,Basic,High School or Below,Employed,F,76912,Rural,Married,116,0,55,2,2,Corporate Auto,Corporate L3,Offer4,Agent,169.226996,Sports Car,2
271,8743.852187,Extended,Bachelor,Employed,F,99517,Rural,Divorced,109,2,93,0,3,Personal Auto,Personal L2,Offer2,Agent,239.905208,Four-Door Car,2
272,7334.328083,Basic,College,Employed,F,87957,Suburban,Divorced,61,31,63,0,2,Personal Auto,Personal L3,Offer3,Agent,308.321335,Four-Door Car,3
273,2606.186321,Basic,College,Employed,F,27800,Suburban,Single,67,9,78,0,1,Corporate Auto,Personal L2,Offer4,Web,321.6,Two-Door Car,2
276,13197.92893,Basic,College,Disabled,M,26708,Suburban,Married,108,5,65,0,2,Corporate Auto,Personal L3,Offer1,Agent,513.6,SUV,2
277,13780.48818,Premium,Bachelor,Employed,M,25708,Suburban,Divorced,118,21,44,0,2,Personal Auto,Personal L1,Offer1,Branch,566.4,Four-Door Car,3
279,3700.420255,Extended,Bachelor,Medical Leave,F,12287,Suburban,Single,99,11,49,0,1,Personal Auto,Personal L3,Offer2,Call Center,712.8,Four-Door Car,3
281,7955.774758,Basic,High School or Below,Employed,M,75497,Urban,Single,67,29,31,0,2,Personal Auto,Personal L3,Offer3,Branch,299.635989,Four-Door Car,2
282,8509.850887,Basic,High School or Below,Medical Leave,F,20815,Urban,Divorced,107,25,66,0,3,Special Auto,Special L1,Offer1,Agent,363.613596,SUV,3
283,4505.842815,Extended,College,Unemployed,F,0,Suburban,Single,0,17,73,0,1,Personal Auto,Personal L3,Offer2,Web,609.6,Sports Car,2
285,3919.366722,Extended,High School or Below,Employed,F,66676,Suburban,Married,97,0,40,0,1,Corporate Auto,Corporate L3,Offer3,Agent,558.099357,Four-Door Car,3
287,26413.54751,Extended,High School or Below,Employed,F,24631,Suburban,Married,83,25,87,1,2,Personal Auto,Personal L3,Offer2,Web,398.4,Four-Door Car,1
290,3096.511217,Extended,College,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,2
292,4362.931238,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L2,Offer2,Branch,528,Four-Door Car,2
296,5519.078475,Basic,Bachelor,Employed,F,75963,Urban,Single,70,14,93,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,307.139132,Four-Door Car,3
297,8458.531323,Premium,Master,Employed,M,57394,Urban,Married,106,8,11,0,3,Personal Auto,Personal L3,Offer4,Call Center,316.492058,Four-Door Car,2
298,5597.12496,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,137,11,73,0,1,Personal Auto,Personal L3,Offer1,Branch,694.357961,SUV,2
300,6685.069081,Extended,Doctor,Employed,M,56270,Suburban,Married,83,23,2,0,4,Personal Auto,Personal L2,Offer2,Branch,398.4,Four-Door Car,2
301,3349.639274,Extended,Bachelor,Employed,M,78092,Urban,Married,84,34,13,0,1,Corporate Auto,Corporate L2,Offer2,Branch,344.015386,Four-Door Car,2
302,13869.92705,Basic,Bachelor,Employed,F,59207,Urban,Single,0,31,9,0,3,Personal Auto,Personal L3,Offer1,Agent,534.653787,Luxury SUV,2
303,31161.74523,Basic,High School or Below,Unemployed,M,0,Suburban,Married,115,7,65,0,2,Personal Auto,Personal L2,Offer1,Agent,552,SUV,2
304,5780.182197,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Corporate Auto,Corporate L3,Offer2,Call Center,787.993313,Four-Door Car,2
305,5926.729379,Extended,College,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,2
306,9338.08481,Extended,Bachelor,Unemployed,F,0,Suburban,Single,132,17,34,0,3,Personal Auto,Personal L3,Offer1,Branch,950.4,SUV,2
307,2725.356404,Basic,Master,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Personal L1,Offer2,Web,56.60333,Four-Door Car,1
308,2436.005997,Basic,Master,Employed,M,87462,Rural,Married,61,0,79,1,1,Corporate Auto,Corporate L2,Offer4,Call Center,51.294615,Four-Door Car,2
309,4762.156975,Basic,Master,Employed,F,36529,Rural,Married,118,6,41,0,1,Personal Auto,Personal L1,Offer1,Agent,255.005116,SUV,2
312,8025.229358,Extended,College,Unemployed,F,0,Rural,Single,77,20,26,0,2,Corporate Auto,Personal L3,Offer3,Branch,25.807685,Two-Door Car,1
314,8002.308333,Basic,College,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,2
316,29874.74493,Extended,Master,Employed,F,52651,Suburban,Single,94,34,20,0,2,Personal Auto,Personal L3,Offer3,Call Center,451.2,Two-Door Car,3
317,8879.790017,Basic,High School or Below,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,3
318,5908.7518,Basic,Master,Employed,F,61006,Rural,Married,74,28,61,1,3,Personal Auto,Personal L2,Offer3,Branch,64.799325,Two-Door Car,2
319,2514.59196,Basic,High School or Below,Employed,F,24744,Suburban,Married,67,24,95,0,1,Corporate Auto,Corporate L1,Offer4,Branch,425.358596,Four-Door Car,3
320,5570.17755,Basic,College,Disabled,F,22679,Suburban,Married,72,25,32,0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,3
322,2482.195895,Basic,High School or Below,Employed,M,31093,Urban,Single,64,1,22,0,1,Personal Auto,Personal L3,Offer3,Branch,274.956819,Four-Door Car,2
323,4118.539113,Basic,Doctor,Employed,M,34378,Suburban,Married,102,12,54,0,1,Personal Auto,Personal L1,Offer3,Branch,489.6,SUV,2
324,11618.55713,Premium,College,Employed,F,27750,Suburban,Married,297,28,25,1,1,Personal Auto,Personal L2,Offer1,Branch,1425.6,Luxury Car,2
325,4755.762589,Premium,High School or Below,Employed,F,72193,Urban,Married,118,1,46,0,1,Personal Auto,Personal L3,Offer4,Branch,552.646907,Four-Door Car,2
326,6459.640843,Extended,High School or Below,Employed,M,23235,Suburban,Married,82,32,46,0,3,Personal Auto,Personal L3,Offer2,Call Center,483.482031,Four-Door Car,1
327,6650.816974,Extended,Bachelor,Employed,M,99494,Suburban,Married,83,11,65,0,3,Personal Auto,Personal L3,Offer2,Agent,398.4,Four-Door Car,3
328,9036.657561,Premium,College,Employed,F,89382,Suburban,Married,0,2,61,0,3,Corporate Auto,Corporate L2,Offer1,Branch,573.990258,Four-Door Car,3
329,5418.152088,Basic,College,Employed,F,57587,Urban,Divorced,68,4,83,0,7,Personal Auto,Personal L2,Offer3,Agent,257.090387,Four-Door Car,2
330,2671.817549,Basic,High School or Below,Employed,M,62452,Suburban,Married,67,1,9,0,1,Corporate Auto,Corporate L2,Offer2,Branch,407.776546,Two-Door Car,2
331,3337.59441,Extended,Bachelor,Employed,F,43510,Urban,Married,83,8,75,0,1,Personal Auto,Personal L3,Offer3,Agent,238.088581,Four-Door Car,2
333,3467.323976,Extended,High School or Below,Unemployed,F,0,Suburban,Single,96,2,53,0,1,Personal Auto,Personal L3,Offer3,Agent,799.251165,Two-Door Car,3
335,3838.113442,Extended,College,Employed,M,76375,Rural,Married,96,21,81,0,1,Personal Auto,Personal L3,Offer2,Branch,138.423414,Four-Door Car,2
336,2780.196856,Basic,High School or Below,Disabled,F,20261,Suburban,Divorced,72,4,55,0,1,Personal Auto,Personal L2,Offer4,Web,345.6,Four-Door Car,1
337,4935.642812,Basic,College,Employed,F,95765,Suburban,Married,61,14,80,0,3,Personal Auto,Personal L3,Offer1,Branch,352.089317,Four-Door Car,2
338,10114.98621,Extended,College,Employed,F,74001,Urban,Married,84,16,0,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,224.265232,Four-Door Car,2
339,5337.352409,Extended,Bachelor,Unemployed,F,0,Suburban,Single,86,19,93,3,5,Personal Auto,Personal L3,Offer1,Agent,619.2,Four-Door Car,3
340,2386.201293,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L1,Offer1,Branch,425.266308,Two-Door Car,2
343,21892.3539,Basic,High School or Below,Employed,M,78337,Rural,Divorced,62,2,88,2,2,Corporate Auto,Corporate L3,Offer1,Branch,36.285512,Two-Door Car,2
345,2799.74791,Basic,High School or Below,Employed,F,65351,Suburban,Married,0,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,2
347,4979.079933,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,17,57,0,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,2
348,5237.935672,Basic,College,Employed,F,31756,Rural,Married,66,34,44,0,8,Corporate Auto,Corporate L1,Offer1,Branch,160.855921,Four-Door Car,2
349,7057.463184,Extended,High School or Below,Employed,M,52447,Rural,Single,0,5,57,0,7,Personal Auto,Personal L3,Offer1,Agent,61.585668,Four-Door Car,2
350,8501.652884,Basic,High School or Below,Unemployed,M,0,Suburban,Single,136,20,98,3,6,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,2
353,4196.429642,Basic,Bachelor,Employed,F,24641,Suburban,Married,105,12,82,0,1,Personal Auto,Personal L2,Offer2,Agent,504,SUV,2
354,5734.598243,Basic,College,Employed,F,98132,Rural,Married,71,10,61,0,3,Personal Auto,Personal L2,Offer3,Branch,50.587035,Two-Door Car,2
355,5291.395332,Basic,College,Employed,F,57338,Suburban,Single,0,9,85,0,3,Corporate Auto,Personal L1,Offer1,Call Center,316.8,Four-Door Car,3
356,4510.542608,Basic,Master,Employed,F,99316,Suburban,Married,112,10,57,0,1,Personal Auto,Personal L2,Offer2,Branch,621.218119,SUV,2
357,17253.72944,Extended,High School or Below,Unemployed,M,0,Suburban,Single,124,2,85,0,2,Personal Auto,Personal L1,Offer3,Web,928.817071,Sports Car,2
359,2725.356404,Basic,Master,Employed,F,36650,Rural,Married,0,2,70,1,1,Corporate Auto,Corporate L3,Offer2,Web,56.60333,Four-Door Car,1
362,7531.033623,Basic,Bachelor,Employed,M,34137,Suburban,Married,64,20,76,1,2,Special Auto,Special L2,Offer2,Branch,302.4,Four-Door Car,3
363,4112.841668,Basic,High School or Below,Disabled,F,25030,Suburban,Married,113,16,97,4,1,Personal Auto,Personal L3,Offer2,Branch,542.4,Sports Car,2
365,3723.114445,Basic,College,Unemployed,F,0,Suburban,Single,101,3,53,0,1,Personal Auto,Personal L3,Offer3,Branch,727.2,SUV,2
366,4512.204391,Extended,High School or Below,Unemployed,F,0,Suburban,Single,125,6,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,900,SUV,3
368,5580.818466,Basic,Bachelor,Employed,F,57883,Suburban,Married,69,4,0,0,9,Personal Auto,Personal L3,Offer3,Agent,431.847824,Four-Door Car,3
369,2637.148672,Basic,Master,Employed,M,50512,Suburban,Single,67,19,16,0,1,Personal Auto,Personal L1,Offer3,Branch,351.403677,Four-Door Car,1
371,5736.45893,Basic,Bachelor,Employed,F,96917,Suburban,Married,71,31,16,0,9,Personal Auto,Personal L3,Offer2,Agent,373.047039,Two-Door Car,2
373,4422.615495,Basic,High School or Below,Employed,M,35979,Suburban,Single,0,34,28,2,1,Personal Auto,Personal L3,Offer3,Call Center,556.8,Sports Car,3
374,9051.712161,Premium,Master,Employed,M,60964,Urban,Married,113,21,16,0,4,Personal Auto,Personal L2,Offer3,Agent,327.723713,Four-Door Car,2
375,4330.799785,Basic,High School or Below,Employed,M,69040,Suburban,Married,0,6,56,0,1,Special Auto,Special L2,Offer4,Branch,580.091966,SUV,2
376,2806.696138,Basic,Doctor,Employed,F,37009,Rural,Single,71,1,45,0,1,Corporate Auto,Corporate L2,Offer1,Branch,145.673348,Two-Door Car,2
377,4815.532839,Basic,College,Employed,M,85756,Rural,Divorced,61,16,0,0,3,Personal Auto,Personal L3,Offer2,Web,167.459769,Four-Door Car,2
378,2491.257604,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,2
380,17109.39447,Extended,Bachelor,Employed,F,87139,Rural,Married,213,18,27,0,3,Personal Auto,Personal L3,Offer4,Agent,363.865389,Luxury SUV,2
383,10594.13249,Extended,High School or Below,Employed,M,64669,Suburban,Married,131,22,32,0,6,Personal Auto,Personal L3,Offer4,Call Center,628.8,Sports Car,3
386,14428.86926,Basic,High School or Below,Unemployed,F,0,Suburban,Single,68,2,82,0,2,Corporate Auto,Personal L1,Offer1,Branch,326.4,Two-Door Car,3
388,6091.89923,Extended,Bachelor,Employed,M,65252,Suburban,Divorced,78,27,75,0,9,Personal Auto,Personal L3,Offer2,Branch,482.48791,Four-Door Car,2
390,14260.91441,Extended,High School or Below,Employed,F,25358,Urban,Married,0,18,46,0,2,Personal Auto,Personal L2,Offer4,Call Center,472.280461,SUV,3
391,5008.275979,Extended,Bachelor,Employed,F,56649,Suburban,Married,0,26,11,0,1,Special Auto,Special L3,Offer1,Agent,590.4,SUV,2
392,2756.543334,Basic,Bachelor,Employed,F,42336,Rural,Single,69,12,56,0,1,Personal Auto,Personal L2,Offer3,Web,25.605349,Four-Door Car,2
393,5800.171881,Basic,Bachelor,Employed,F,80480,Urban,Married,0,6,84,0,3,Personal Auto,Personal L3,Offer2,Branch,267.786573,Four-Door Car,2
397,3939.00637,Extended,Bachelor,Employed,F,66676,Rural,Married,99,0,71,2,1,Corporate Auto,Corporate L2,Offer2,Branch,152.779038,Four-Door Car,2
398,4794.931261,Extended,Bachelor,Employed,F,46143,Rural,Divorced,122,15,85,0,1,Personal Auto,Personal L2,Offer1,Call Center,223.028356,SUV,2
399,2632.545795,Basic,Bachelor,Employed,M,95854,Suburban,Married,65,16,78,0,1,Personal Auto,Personal L3,Offer2,Agent,312,Two-Door Car,3
400,6005.847375,Basic,College,Employed,M,26876,Suburban,Divorced,79,10,11,0,8,Personal Auto,Personal L3,Offer1,Call Center,384,Two-Door Car,2
401,6529.911496,Extended,College,Medical Leave,F,12780,Suburban,Married,93,19,12,0,3,Personal Auto,Personal L2,Offer1,Web,647.039443,Four-Door Car,3
402,5507.155471,Basic,College,Employed,F,59932,Rural,Single,71,16,85,0,3,Corporate Auto,Corporate L3,Offer1,Agent,22.961216,Four-Door Car,2
403,4200.373728,Premium,Master,Employed,M,51510,Suburban,Divorced,106,11,17,0,1,Personal Auto,Personal L2,Offer2,Branch,688.547375,Four-Door Car,2
404,7917.119912,Basic,Bachelor,Unemployed,F,0,Suburban,Single,72,0,97,0,2,Personal Auto,Personal L1,Offer2,Web,345.6,Four-Door Car,2
405,5368.887709,Basic,Doctor,Employed,M,59601,Suburban,Married,0,28,2,0,6,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,2
406,2727.082424,Basic,Bachelor,Employed,F,29286,Suburban,Married,69,5,20,1,1,Corporate Auto,Personal L3,Offer2,Call Center,496.8,Four-Door Car,3
407,12786.66898,Basic,College,Unemployed,F,0,Suburban,Single,180,14,70,0,4,Special Auto,Special L2,Offer3,Agent,1296,Luxury SUV,2
409,5332.462694,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.577946,Four-Door Car,2
410,5324.38786,Basic,Bachelor,Employed,F,31561,Suburban,Divorced,68,8,62,0,7,Personal Auto,Personal L3,Offer3,Web,326.4,Four-Door Car,2
411,3455.23067,Extended,College,Employed,M,68401,Urban,Divorced,88,14,14,0,1,Personal Auto,Personal L1,Offer2,Agent,242.254164,Four-Door Car,2
412,2487.729726,Basic,College,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,2
413,2507.407815,Basic,Doctor,Employed,M,32893,Urban,Married,63,13,14,0,1,Personal Auto,Personal L3,Offer3,Agent,174.086385,Four-Door Car,2
415,5032.165498,Basic,College,Employed,M,66367,Suburban,Divorced,64,6,48,0,3,Corporate Auto,Personal L3,Offer2,Call Center,307.2,Two-Door Car,3
416,8110.305608,Premium,College,Employed,M,52548,Suburban,Married,101,10,1,0,5,Personal Auto,Personal L3,Offer2,Call Center,587.504777,Four-Door Car,2
417,5208.35385,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,35,2,0,3,Corporate Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,2
420,8029.715047,Basic,High School or Below,Employed,F,76081,Suburban,Single,68,14,3,0,2,Personal Auto,Personal L2,Offer2,Branch,384.210821,Four-Door Car,2
421,9095.15235,Premium,High School or Below,Employed,F,65103,Suburban,Married,115,29,41,4,3,Personal Auto,Personal L3,Offer2,Branch,552,Four-Door Car,3
422,3849.596697,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,10,32,0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,Sports Car,2
425,3241.314176,Extended,Doctor,Employed,F,66889,Urban,Married,80,6,16,0,1,Personal Auto,Personal L1,Offer2,Call Center,294.319428,Four-Door Car,3
427,4698.345864,Extended,High School or Below,Medical Leave,F,26411,Suburban,Married,126,25,9,1,1,Corporate Auto,Corporate L3,Offer3,Agent,604.8,SUV,2
429,16107.19004,Basic,High School or Below,Employed,F,63288,Urban,Married,199,12,92,0,5,Personal Auto,Personal L1,Offer1,Web,558.433218,Luxury Car,2
430,7663.871432,Basic,Bachelor,Employed,F,77642,Urban,Married,0,24,19,0,2,Personal Auto,Special L2,Offer1,Call Center,282.146354,Four-Door Car,2
431,10963.95723,Premium,High School or Below,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Personal Auto,Personal L2,Offer1,Agent,1324.8,Luxury SUV,2
432,6862.866306,Extended,College,Employed,M,56779,Suburban,Divorced,86,21,16,0,3,Corporate Auto,Corporate L1,Offer3,Web,435.388932,Four-Door Car,2
433,2397.036098,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,2
435,11130.11974,Extended,Bachelor,Employed,F,42928,Suburban,Married,93,20,65,0,2,Personal Auto,Personal L3,Offer1,Call Center,651.623195,Four-Door Car,1
436,6512.976472,Extended,College,Unemployed,M,0,Suburban,Single,93,30,70,0,6,Personal Auto,Personal L2,Offer3,Agent,669.6,Two-Door Car,2
439,2537.969253,Basic,Bachelor,Employed,F,37612,Suburban,Divorced,64,0,32,0,1,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,3
440,5297.625945,Extended,Bachelor,Employed,F,37331,Rural,Married,137,23,79,0,1,Personal Auto,Personal L3,Offer1,Agent,83.815183,Sports Car,3
442,4254.620669,Basic,High School or Below,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L3,Offer1,Web,292.8,Two-Door Car,3
444,2491.257604,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,2
445,4349.30875,Basic,College,Employed,F,75648,Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,1
448,6081.481291,Extended,High School or Below,Unemployed,M,0,Suburban,Single,87,24,23,0,7,Corporate Auto,Corporate L2,Offer2,Agent,626.4,Four-Door Car,1
449,18939.50603,Basic,High School or Below,Employed,F,21911,Suburban,Married,67,16,34,0,2,Corporate Auto,Corporate L3,Offer2,Agent,705.42264,Four-Door Car,3
451,3691.765242,Extended,College,Employed,F,37202,Urban,Married,0,30,86,0,1,Personal Auto,Personal L3,Offer3,Branch,322.528829,Two-Door Car,2
454,4014.9185,Basic,High School or Below,Unemployed,F,0,Suburban,Single,113,35,29,0,1,Personal Auto,Personal L1,Offer2,Call Center,1305.275432,SUV,2
456,3683.099864,Basic,Master,Unemployed,M,0,Suburban,Divorced,100,19,42,0,1,Personal Auto,Personal L3,Offer3,Agent,475.2,SUV,2
