,Country,MIN_AGE,MAX_AGE,NumHouseChildren,NumMaleChildrenHousehold,NumFemaleChildrenHousehold,Units,Units7,Units30,Units90,Units180,Units360,FrequencyLF,FrequencyApp,FreqGamePlay,FrequencyLF7,FrequencyApp7,FreqGamePlay7,FrequencyLF30,FrequencyApp30,FreqGamePlay30,FrequencyLF90,FrequencyApp90,FreqGamePlay90,FrequencyLF180,FrequencyApp180,FreqGamePlay180,FrequencyLF360,FrequencyApp360,FreqGamePlay360,TotalRevenueGenerated,Revenue7,Revenue30,Revenue90,Revenue180,Revenue360,TotalTimeGamePlay,TotalTimeGamePlay7,TotalTimeGamePlay30,TotalTimeGamePlay90,TotalTimeGamePlay180,TotalTimeGamePlay360,NumGamesBought,NumGamesPlayed,NumGamesPlayed7,NumGamesPlayed30,NumGamesPlayed90,NumGamesPlayed180,NumGamesPlayed360,RecencyApp,RecencyApp7,RecencyApp30,RecencyApp90,RecencyApp180,RecencyApp360,RecencyLF,RecencyLF7,RecencyLF30,RecencyLF90,RecencyLF180,RecencyLF360,Recencydown,Recencydown7,Recencydown30,Recencydown90,Recencydown180,Recencydown360,maxRecencyCum,minRecencyCum,maxRecencyCum7,minRecencyCum7,maxRecencyCum30,minRecencyCum30,maxRecencyCum90,minRecencyCum90,maxRecencyCum180,minRecencyCum180,maxRecencyCum360,minRecencyCum360,FavSourceBin,FavChannelBin,FavChannel7Bin,FavSource7Bin,FavChannel30Bin,FavSource30Bin,FavChannel90Bin,FavSource90Bin,FavChannel180Bin,FavSource180Bin,FavChannel360Bin,FavSource360Bin,FavGameBin,FavGame7Bin,FavGame30Bin,FavGame90Bin,FavGame180Bin,FavGame360Bin,StrengthOfFavoriteGame,TenureDays
FavSource180Bin,0.049684083,-0.023261592,-0.057893477,-0.197824811,-0.111575225,-0.121112088,NA,-0.531381515,NA,NA,NA,NA,-0.018011181,NA,-0.286791513,NA,NA,NA,NA,-0.659231244,NA,NA,-0.744040453,NA,NA,NA,NA,-0.029974215,NA,NA,-0.205926721,NA,NA,NA,NA,-0.300424232,NA,NA,NA,NA,NA,NA,NA,-0.391911202,NA,NA,NA,NA,NA,-0.530544476,-0.512298739,NA,NA,NA,NA,-0.08806828,-0.053565711,-0.089478463,-0.108285063,-0.116566987,-0.10980657,-0.030481814,-0.264279185,-0.321114427,-0.331152796,-0.331125412,-0.282612437,-0.50063592,-0.207735674,-0.469523698,-0.465800905,NA,NA,NA,NA,NA,NA,NA,-0.547266413,-0.122337933,0.894604848,0.790927319,NA,0.75018212,0.9999,0.747840574,0.9999,0.747228394,1,0.567337656,0.995012008,-0.244423074,0.41349346,0.353698868,0.281299786,0.208602438,0.015149504,-0.213606654,0.111749974
FavChannel360Bin,0.017146203,-0.022905285,-0.029689389,-0.086317447,-0.043950704,-0.051756742,-0.158764271,-0.208104571,-0.240751126,NA,NA,NA,0.044221181,-0.164891727,-0.137628629,NA,NA,NA,NA,NA,NA,NA,-0.267764733,NA,NA,NA,-0.19224891,0.035550499,NA,-0.248566039,-0.101385614,-0.186610807,-0.219079057,-0.257576732,NA,-0.263562296,NA,NA,NA,NA,NA,NA,-0.164891727,-0.174293843,NA,-0.166458217,-0.192021076,-0.208995643,-0.244450651,-0.425702547,-0.266380903,-0.340792278,-0.394156608,-0.444513185,-0.50354945,0.012160761,-0.012510454,-0.028570512,-0.034284105,-0.036010437,-0.020213104,-0.063844141,-0.137397575,-0.163338832,-0.169136819,-0.169259765,-0.13958715,-0.347234603,-0.212733444,-0.255554324,-0.255939423,-0.324494395,-0.323238877,-0.362927396,-0.360735034,-0.402418822,-0.402670576,-0.436993207,-0.350705956,0.407386681,0.458715202,0.476022221,0.473187923,0.551475737,0.495687002,0.622930833,0.535530174,0.709357687,0.567337656,1,0.79926584,-0.12099819,0.226757468,0.189568691,0.169718969,0.141653344,0.143640711,-0.113550538,0.020449552
FavSource360Bin,0.005542034,-0.021213074,-0.042083135,-0.143040787,-0.072864985,-0.085897602,-0.280713532,-0.478335033,NA,NA,NA,NA,0.04583687,-0.307082591,-0.213283202,NA,NA,NA,NA,-0.605819271,NA,NA,-0.656127592,NA,NA,-0.688130939,-0.322509127,0.032243228,-0.89153302,-0.414961678,-0.162233748,NA,NA,NA,NA,-0.351452573,NA,NA,NA,NA,NA,NA,-0.307082591,-0.300963202,NA,-0.255121764,-0.329749363,-0.358561515,-0.417129205,-0.55749574,-0.462306775,-0.536926567,-0.591559717,-0.626132852,-0.662878287,-0.010627473,-0.034611964,-0.056381271,-0.064758185,-0.06809496,-0.050016396,-0.074197514,-0.219809403,-0.26206014,-0.269220524,-0.269142055,-0.220737828,-0.444532775,-0.264565006,-0.391055158,-0.388422583,-0.472455363,-0.464008335,-0.515776293,-0.503488272,-0.547659258,-0.535012157,-0.566371398,-0.450880069,0.025843927,0.924425422,0.711608807,NA,0.677448685,0.993883263,0.675562697,0.994799084,0.673331741,0.995012008,0.79926584,1,-0.18306636,0.297520502,0.250572224,0.198736533,0.148987823,0.134180372,-0.161944503,0.053118438
FavGameBin,0.093355988,0.007785148,0.042523918,0.138678332,0.081734987,0.068366239,0.210577529,0.103208741,0.144299984,0.17315665,0.199162893,0.229109372,0.10416693,0.176737614,0.299189859,NA,NA,NA,NA,0.138599285,NA,NA,0.1678101,NA,NA,0.191863609,0.267078853,0.098190895,0.200811502,0.329775737,0.193232194,0.088107782,0.124539091,0.143810601,0.170139946,0.169254425,NA,NA,NA,NA,NA,NA,0.176737614,0.527782855,NA,0.325261623,0.388330181,0.441958959,0.490781777,-0.012042495,0.087035868,0.109804555,0.11628477,0.113770291,0.103632216,0.112518644,0.024225564,0.042450685,0.056586659,0.06455067,0.0843994,0.000798337,0.033756834,0.041819423,0.046159337,0.046804618,0.035469952,0.057476845,-0.014287634,0.08910616,0.08855955,0.11697144,0.111168557,0.128983517,0.120929642,0.130885036,0.118021501,0.128939257,0.074538754,0.200464499,0.242459122,-0.191545936,-0.21633669,-0.191217016,-0.235657515,-0.181424319,-0.235544344,-0.177215737,-0.244423074,-0.12099819,-0.18306636,1,-0.081138663,-0.001866482,0.129256908,0.241714319,0.494515592,0.737769716,-0.075201016
FavGame7Bin,0.070704049,-0.011475211,-0.029293628,-0.05770144,-0.021191173,-0.045751038,-0.073508744,NA,NA,NA,NA,-0.149558175,0.017869154,-0.082146857,-0.121880851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.127134053,0.006747941,-0.152385164,-0.134939479,-0.052164991,NA,NA,NA,NA,-0.093541048,NA,NA,NA,NA,NA,NA,-0.082146857,-0.136751243,NA,NA,NA,NA,-0.150487982,-0.1833334,-0.240680139,-0.279422995,-0.285983249,-0.279184823,-0.254748641,-0.012993591,-0.036188983,-0.041960174,-0.038071939,-0.036299258,-0.02637907,-0.028353057,-0.158217567,-0.167909431,-0.165128506,-0.163255598,-0.135928977,-0.172938352,-0.054608061,-0.265888955,-0.260606577,-0.298917128,-0.287418507,-0.299509663,-0.290603788,-0.293388996,-0.278769614,-0.259709231,-0.19861781,-0.021517828,0.22227825,0.467503366,0.486363713,0.395501238,0.453905808,0.371511372,0.428676469,0.352533029,0.41349346,0.226757468,0.297520502,-0.081138663,1,0.622231949,0.434568422,0.341414594,0.160854398,-0.085378893,0.031100087
FavGame30Bin,0.059695769,-0.006304972,-0.013707819,-0.041360613,-0.007550945,-0.039270818,-0.056181319,NA,NA,NA,NA,-0.123629437,0.014545201,-0.065872688,-0.082507136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.107659321,0.008013027,-0.131515497,-0.112726557,-0.033610872,-0.105811516,-0.159677174,NA,-0.148658785,-0.07027207,NA,NA,NA,NA,NA,NA,-0.065872688,-0.069650673,NA,-0.065250183,-0.081204323,-0.085708817,-0.088007909,-0.186205675,-0.16277529,-0.258108341,-0.286058283,-0.278423177,-0.257500775,-0.011008143,-0.021130859,-0.029199063,-0.037140383,-0.038228729,-0.027955567,-0.016815077,-0.111316848,-0.157303534,-0.16970941,-0.171388186,-0.151313323,-0.178027362,-0.05992676,-0.181747824,-0.178810407,-0.272505727,-0.264929627,-0.294568956,-0.290398873,-0.289953338,-0.282047999,-0.264224147,-0.211843119,-0.011390535,0.208773169,0.315176405,0.319435236,0.355575392,0.37981364,0.33222385,0.367109775,0.307557229,0.353698868,0.189568691,0.250572224,-0.001866482,0.622231949,1,0.635175537,0.492292255,0.296610395,-0.037388015,0.029375924
FavGame90Bin,0.070160383,0.003420063,-0.006698077,-0.019868086,-0.000124474,-0.022483005,0.002032366,-0.060674089,-0.084606612,-0.087662355,-0.08357492,-0.05143733,0.036600594,-0.010375984,-0.001301537,NA,NA,NA,NA,-0.089689286,NA,NA,-0.092862158,NA,NA,-0.091049971,-0.008391635,0.028966597,-0.063929599,-0.016808146,0.014529815,-0.055735154,-0.070462817,-0.071215577,-0.070225437,-0.017302865,NA,NA,NA,NA,NA,NA,-0.010375984,0.050682066,NA,0.03697723,0.074280257,0.059595997,0.048227685,-0.178295791,-0.094357077,-0.169903357,-0.229474827,-0.239613349,-0.22777949,0.023070386,-0.009135269,-0.005035616,-0.002209873,-0.003378906,0.002917252,-0.010759865,-0.083273753,-0.118298173,-0.128133493,-0.129473577,-0.121751961,-0.157320505,-0.054426594,-0.114172422,-0.113017266,-0.184320071,-0.183327577,-0.226204495,-0.23058899,-0.236057876,-0.238287169,-0.223555871,-0.185485025,0.014082356,0.179337364,0.192916593,0.193401795,0.236738616,0.249733853,0.275296482,0.2913228,0.262996004,0.281299786,0.169718969,0.198736533,0.129256908,0.434568422,0.635175537,1,0.719380677,0.476349902,0.043053758,-0.002699049
FavGame180Bin,0.085064367,0.001272873,0.005142223,-0.002182116,0.013237512,-0.016000918,0.038102853,-0.023322525,-0.025140929,-0.019666204,-0.017436596,0.001736526,0.046325789,0.026790623,0.058050057,NA,NA,NA,NA,-0.027502174,NA,NA,-0.022353311,NA,NA,-0.020898381,0.068289619,0.038952173,-0.011715333,0.054806395,0.041803561,-0.025678281,-0.0202038,-0.015579374,-0.01168303,0.016690753,NA,NA,NA,NA,NA,NA,0.026790623,0.13164278,NA,0.095850906,0.141079406,0.176981604,0.145864467,-0.151039858,-0.053278449,-0.11094835,-0.159288144,-0.199069173,-0.177164707,0.038724946,0.005108964,0.003104255,0.010319534,0.011419008,0.02075946,-0.013566319,-0.057341064,-0.086629801,-0.094431171,-0.095535932,-0.091744239,-0.129579961,-0.046136498,-0.06969815,-0.069171368,-0.12483498,-0.125518661,-0.157105763,-0.164968079,-0.189937693,-0.199689448,-0.170625721,-0.150924338,0.048389293,0.156224304,0.124454697,0.122456541,0.152755359,0.154552058,0.197378558,0.192726045,0.210739746,0.208602438,0.141653344,0.148987823,0.241714319,0.341414594,0.492292255,0.719380677,1,0.630765992,0.114748664,-0.017539279
FavGame360Bin,0.095496563,0.005859206,0.017598186,0.02920623,0.035521611,-0.003650725,0.066010524,0.038712443,0.055689639,0.06755489,0.083413494,0.048156767,0.05849955,0.049577849,0.142737092,NA,NA,NA,NA,0.051531232,NA,NA,0.064604665,NA,NA,0.078565624,0.161767279,0.051044781,0.031780984,0.197300614,0.068391037,0.030449152,0.046715367,0.054548455,0.074583482,0.052813566,NA,NA,NA,NA,NA,NA,0.049577849,0.269141793,NA,0.198300434,0.260620659,0.31153902,0.342812198,-0.081502565,0.008048812,-0.007539785,-0.027455304,-0.053925979,-0.074293585,0.06903187,0.017297355,0.024995318,0.037083596,0.04171117,0.052218172,-0.013216669,-0.0199132,-0.030784353,-0.033471369,-0.033840863,-0.038048125,-0.047068614,-0.030127945,-0.002725711,-0.002107673,-0.012937028,-0.015940149,-0.02368357,-0.029621319,-0.041058983,-0.053212746,-0.054804878,-0.074482698,0.098705988,0.176221775,-0.002804401,-0.016801939,0.00908512,-0.01435105,0.037401487,0.009840636,0.042874082,0.015149504,0.143640711,0.134180372,0.494515592,0.160854398,0.296610395,0.476349902,0.630765992,1,0.282116369,-0.049808149
StrengthOfFavoriteGame,0.063277018,0.001692856,0.027358303,0.100321585,0.062658978,0.04610609,0.174711502,0.076022603,0.10961941,0.137970669,0.154628879,0.16569662,0.064696567,0.158369331,0.234954998,NA,NA,NA,NA,0.10643878,NA,NA,0.134453124,NA,NA,0.151284235,0.168215175,0.059626564,0.153482293,0.218269818,0.150777453,0.065991706,0.093188023,0.12036629,0.138372656,0.11934434,NA,NA,NA,NA,NA,NA,0.158369331,0.365314632,NA,0.212178862,0.255366417,0.279977129,0.308437807,0.002038526,0.073658324,0.088553789,0.100352103,0.098792071,0.096185771,0.071373209,0.016368989,0.023874076,0.03892711,0.04708474,0.058378903,0.014468909,0.02971429,0.038182163,0.043596385,0.044530916,0.032231896,0.053137942,-0.038308154,0.072349055,0.071914547,0.09327652,0.088735425,0.107687457,0.101388824,0.110841204,0.099109974,0.110315239,0.06791371,0.104708929,0.073298057,-0.167899652,-0.18198327,-0.167464188,-0.199396982,-0.167699117,-0.206086274,-0.162497918,-0.213606654,-0.113550538,-0.161944503,0.737769716,-0.085378893,-0.037388015,0.043053758,0.114748664,0.282116369,1,-0.050468262
TenureDays,-0.366328448,-0.001514868,-0.012751895,-0.038867121,-0.015531996,-0.027298733,-0.114476175,-0.116032269,-0.234799011,-0.287384759,-0.276198371,-0.24048803,-0.309040083,-0.022781709,-0.061943022,-0.273145282,-0.058993737,-0.035367718,-0.465967942,-0.087895753,-0.046766629,-0.5820124,-0.122368996,-0.075807853,-0.618877107,-0.124884427,-0.083240482,-0.38543208,-0.092255435,-0.091392586,-0.219014674,-0.16060302,-0.314837442,-0.392079822,-0.379817325,-0.305923102,-0.015500003,-0.001240314,-0.004598079,-0.011656532,-0.015896073,-0.020282721,-0.022781709,-0.09532253,-0.045691393,-0.093320649,-0.113788888,-0.120804536,-0.120316709,-0.004594493,-0.036490448,-0.048920082,-0.065864991,-0.079545675,-0.059200477,-0.871603064,-0.326923085,-0.567908453,-0.752366885,-0.825375929,-0.948411451,-0.000653917,-0.045764202,-0.071883501,-0.085128958,-0.087582067,-0.077386397,-0.433785355,-0.072096508,-0.092742321,-0.083273477,-0.148562797,-0.12192937,-0.209900721,-0.174763735,-0.245456233,-0.207141067,-0.303952755,-0.170711107,-0.142826948,-0.19822866,0.061983989,0.068242549,0.074567363,0.087964847,0.078175411,0.104304501,0.084913243,0.111749974,0.020449552,0.053118438,-0.075201016,0.031100087,0.029375924,-0.002699049,-0.017539279,-0.049808149,-0.050468262,1
